Day,Location,Min Delay,Bound
Wednesday,SPADINA AND HARBORD,8,S
Thursday,SPADINA AND COLLEGE,25,N
Thursday,MAIN AND DANFORTH,60,S
Thursday,81 QUEEN STREET E,45,N
Thursday,QUEEN AND SPADINA,44,W
Thursday,QUEEN AND SACKVILLE,32,W
Thursday,KING AND CHURCH,52,W
Thursday,54 CHURCH ST,16,N
Thursday,54 CHURCH ST,8,S
Thursday,QUEEN AND KINGSTON,17,E
Thursday,KING AND RIVER,10,W
Thursday,QUEEN AND PAPE,9,W
Thursday,DUNDAS AND LANSDOWNE,15,E
Thursday,UNION STATION,15,S
Thursday,LESLIE BARNS,8,W
Thursday,CARLAW AND QUEEN,21,N
Thursday,SPADINA AND QUEEN,40,N
Thursday,QUEEN AND SPADINA,10,W
Thursday,QUEEN AND SACKVILLE,32,W
Thursday,QUEEN AND SPADINA,15,W
Thursday,ST CLAIR AND YONGE,5,E
Thursday,ADELAIDE AND YORK,6,E
Thursday,COLLEGE AND LANSDOWNE,9,E
Thursday,EDNA AND DUNDAS,6,E
Thursday,BROADVIEW STATION,9,N
Thursday,QUEEN AND OSSINGTON,6,W
Thursday,ST CLAIR AND LANSDOWNE,10,W
Thursday,QUEEN AND PARLIAMENT,6,N
Thursday,COLLEGE AND LANSDOWNE,9,E
Thursday,QUEEN AND SPADINA,7,W
Thursday,DUNDAS AND CHESTNUT,30,E
Thursday,DUNDAS WEST STATION,5,W
Thursday,QUEEN AND BAY,16,W
Thursday,BATHURST AND FLEET,10,W
Thursday,KING AND TECUMSETH,10,E
Thursday,GERRARD AND GOLFVIEW,20,W
Thursday,QUEEN AND NEVILLE PARK,8,E
Friday,ST CLAIR AND ARLINGTON,10,W
Friday,BLOOR AND DUNDAS,30,E
Friday,QUEEN AND RONCESVALLES,10,W
Friday,LAKE SHORE AND BROWN'S,30,W
Friday,SPADINA AND DUNDAS,9,N
Friday,SPADINA AND DUNDAS,11,N
Friday,LAKE SHORE AND MIMICO,6,E
Friday,ST CLAIR AND HOUNSLOW,8,E
Friday,19 DORVAL RD,4,E
Friday,QUEEN AND SPADINA,13,W
Friday,SPADINA AND DUNDAS,5,S
Friday,DUNDAS AND RONCESVALLE,8,N
Friday,DUNDAS AND YONGE,17,E
Friday,RICHMOND AND VICTORIA,45,W
Friday,QUEEN AND CAROLINE,8,E
Friday,ST CLAIR AND NORTHCLIF,41,W
Friday,BROADVIEW AND QUEEN,8,E
Friday,KING AND JAMESON,5,W
Friday,KING AND SHERBOURNE,8,E
Friday,KING AND JAMESON,5,W
Friday,COLLEGE AND SPADINA,13,W
Friday,KING AND CHURCH,40,E
Friday,ST CLAIR AND DUFFERIN,40,E
Friday,SPADINA STATION,5,N
Friday,THE QUEENSWAY AND ELLI,8,W
Friday,QUEEN AND EMPIRE ( E O,16,E
Friday,ADELAIDE AND YORK,5,W
Friday,SUNNYSIDE LOOP,8,E
Friday,BROADVIEW AND MILLBROO,9,S
Friday,BROADVIEW AND MILLBROO,50,S
Friday,DUNDAS AND BAY,30,W
Friday,EXHIBITION LOOP,14,E
Friday,SPADINA AND KING,10,S
Friday,SPADINA AND QUEENS QUA,6,W
Friday,SPADINA AND QUEENS QUA,12,N
Saturday,GERRARD AND SUMACH,15,E
Saturday,GERRARD AND WOODBINE,20,W
Saturday,SPADINA AND QUEEN,8,W
Saturday,SPADINA AND QUEEN,14,N
Saturday,QUEEN AND BEATY AVE,6,E
Saturday,DUNDAS AND SPADINA,19,E
Saturday,BROADVIEW AND DUNDAS,4,N
Saturday,QUEEN AND VICTORIA,8,E
Saturday,DUNDAS AND PARLIAMENT,8,E
Saturday,DUNDAS AND SPADINA,8,N
Saturday,PARLIAMENT AND GERRARD,8,S
Saturday,DUNDAS AND RIVER,9,W
Saturday,QUEEN AND BAY,8,E
Saturday,DUNDAS AND BATHURST,9,W
Saturday,FLEET AND BATHURST,11,E
Saturday,KING AND SUDBURY,10,W
Saturday,SPADINA AND SULLIVAN,13,N
Sunday,SPADINA AND SULLIVAN,16,N
Sunday,KING AND SPADINA,10,E
Sunday,QUEEN AND BERTMOUNT,20,W
Sunday,LESLIE BARNS,10,W
Sunday,LESLIE BARNS,10,E
Sunday,LESLIE BARNS,10,W
Sunday,QUEEN AND UNIVERSITY,10,W
Sunday,CANADIAN NATIONAL EXHI,10,S
Sunday,SPADINA AND SULLIVAN,10,N
Sunday,ST CLAIR AND BATHURST,8,W
Sunday,QUEEN ST E AND SAULTER,10,W
Sunday,GERRARD AND WOODFIELD,9,W
Sunday,KING AND SUMACH,5,W
Sunday,SPADINA AND DUNDAS,10,S
Sunday,BATHURST AND NIAGARA,20,N
Sunday,SPADINA AND QUEEN,9,S
Sunday,MAIN STREET STATION,10,W
Sunday,BATHURST AND LENNOX,10,S
Sunday,BATHURST AND LENNOX,18,S
Sunday,MCCAUL AND QUEEN,8,N
Sunday,ST. CLAIR AND VAUGHAN,8,E
Sunday,QUEENS QUAY AND HARBOU,13,E
Sunday,KINGSTON ROAD LOOP,10,W
Monday,COLLEGE AND YONGE,14,E
Monday,SPADINA AND QUEENS QUA,9,N
Monday,QUEENS QUAY AND REES,9,E
Monday,SPADINA AND QUEENS QUA,9,S
Monday,SPADINA AND WILLCOCKS,9,S
Monday,SPADINA AND COLLEGE,9,W
Monday,FLEET AND FORT YORK,5,E
Monday,QUEEN AND SPADINA,8,W
Monday,SPADINA AND QUEEN,8,N
Monday,SPADINA AND QUEEN,8,W
Monday,QUEEN AND SPADINA,8,W
Monday,SPADINA AND QUEEN,8,S
Monday,DUNDAS AND DUFFERIN,20,W
Monday,ST CLAIR AND CHRISTIE,41,W
Monday,KING AND CHURCH,29,E
Monday,QUEEN AND JAMESON,6,W
Monday,KING AND RONCESVALLES,6,E
Monday,QUEEN AND JAMESON,17,W
Monday,RONCESVALLES YARD,4,E
Monday,SPADINA AND BREMNER,10,S
Monday,COLLEGE AND BROCK,9,E
Monday,QUEEN AND VICTORIA,6,E
Monday,CHARLOTTE LOOP,9,N
Monday,CHARLOTTE LOOP,20,S
Monday,QUEEN AND PARLIAMENT,6,W
Monday,LANSDOWNE LOOP,16,W
Monday,MCCAUL LOOP,7,W
Monday,BATHURST AND QUEEN,21,N
Monday,COLLEGE AND LANSDOWNE,10,E
Monday,KING AND STAFFORD STRE,5,W
Monday,PARLIAMENT AND GERRARD,2,W
Monday,DUNDAS AND UNIVERSITY,18,W
Monday,BATHURST AND DUNDAS,9,S
Monday,QUEEN AND RONCESVALLES,10,W
Monday,QUEEN AND SHERBOURNE,15,E
Monday,COLLEGE AND DUFFERIN,17,W
Monday,GLADSTONE AND PEEL,10,S
Monday,COLLEGE AND HAVELOCK,10,W
Tuesday,SPADINA AND FRONT,30,N
Tuesday,QUEEN AND RONCESVALLES,9,E
Tuesday,SPADINA AND QUEEN,9,N
Tuesday,SPADINA AND QUEEN,9,N
Tuesday,SPADINA AND QUEEN,9,N
Tuesday,QUEEN AND BROADVIEW,4,E
Tuesday,DUNDAS AND DOVERCOURT,9,E
Tuesday,SPADINA AND QUEEN,6,N
Tuesday,SPADINA AND QUEEN,6,S
Tuesday,QUEEN AND SPADINA,6,N
Tuesday,SPADINA AND RICHMOND,6,N
Tuesday,SPADINA AND SULLIVAN,6,N
Tuesday,SPADINA AND RICHMOUND,26,N
Tuesday,RICHMOND AND SPADINA,6,S
Tuesday,QUEEN AND DUFFERIN,6,N
Tuesday,COLLEGE AND SHAW,9,E
Tuesday,GERRARD AND RIVER,9,E
Tuesday,DUNDAS AND BLOOR,5,N
Tuesday,DUNDAS AND BLOOR,8,N
Tuesday,DUNDAS AND GROVE AVE,9,E
Tuesday,HIGH PARK LOOP,9,E
Tuesday,QUEENS QUAY AND DAN LE,9,E
Tuesday,BROADVIEW AND DANFORTH,10,S
Tuesday,BROADVIEW AND KING,18,N
Tuesday,DUNDAS AND BLOOR,8,N
Tuesday,HOWARD PARK AND PARKSI,9,S
Tuesday,QUEEN AND KING,6,W
Tuesday,ST CLAIR AND LANSDOWNE,10,E
Tuesday,QUEEN AND DUFFERIN,3,W
Tuesday,DUNDAS AND RIVER,20,E
Tuesday,ST CLAIR AND DUFFERIN,5,W
Tuesday,KINGSTON ROAD LOOP,18,E
Tuesday,QUEEN AND UNIVERSITY,6,E
Tuesday,ST CLAIR AND OAKWOOD,5,W
Tuesday,QUEEN AND KING,10,W
Tuesday,QUEEN AND DUFFERIN,10,W
Tuesday,DUNDAS WEST STATION,10,E
Tuesday,BATHURST AND FLEET,5,S
Tuesday,DUNDAS AND JARVIS,35,E
Wednesday,SPADINA AND QUEENS QUA,57,N
Wednesday,SUNNYSIDE LOOP,30,W
Wednesday,QUEENS QUAY AND LOWER,13,E
Wednesday,QUEEN AND NEVILLE PARK,30,E
Wednesday,SPADINA AND QUEEN,9,N
Wednesday,SPADINA AND QUEEN,9,N
Wednesday,BROADVIEW AND QUEEN,5,N
Wednesday,DUNDAS AND PARLIAMENT,9,E
Wednesday,BATHURST AND QUEEN,9,S
Wednesday,BATHURST AND QUEEN,20,W
Wednesday,SPADINA AND QUEEN,6,N
Wednesday,KING AND SPENCER,5,E
Wednesday,QUEEN AND SPADINA,6,W
Wednesday,SPADINA AND QUEEN,11,S
Wednesday,SPADINA AND QUEEN,10,N
Wednesday,QUEEN AND SPADINA,10,W
Wednesday,COLLEGE AND MCCAUL,9,E
Wednesday,QUEEN AND CHURCH,6,E
Wednesday,LANSDOWNE AND DUNDAS,8,W
Wednesday,QUEEN AND SPADINA,29,W
Wednesday,LAKESHORE AND 30TH,10,W
Wednesday,LANSDOWNE AND DUNDAS,8,E
Wednesday,DUFFERIN AND QUEEN,10,N
Wednesday,LANSDOWNE AND DUNDAS,10,N
Wednesday,KING AND PARLIAMENT,5,W
Wednesday,QUEEN AND DUFFERIN,10,W
Wednesday,MAIN STATION,15,W
Thursday,QUEEN AND SPADINA,6,N
Thursday,SPADINA AND DUNDAS,10,N
Thursday,SPADINA AND QUEEN,9,N
Thursday,SPADINA AND QUEEN,9,N
Thursday,SPADINA AND QUEEN,9,N
Thursday,QUEEN AND DUFFERIN,12,W
Thursday,SPADINA AND QUEEN,9,S
Thursday,SPADINA AND QUEEN,8,N
Thursday,PARLIAMENT AND DUNDAS,9,E
Thursday,DUNDAS AND STERLING,13,E
Thursday,SPADINA AND QUEEN,9,S
Thursday,SPADINA AND QUEEN,9,S
Thursday,SPADINA AND QUEEN,9,N
Thursday,QUEENS QUAY FERRY DOCK,5,N
Thursday,DUNDAS WEST STATION,5,W
Thursday,QUEEN AND DUFFERIN,7,E
Thursday,ADELAIDE ST W AND UNIV,6,E
Thursday,DUNDAS WEST STATION ON,6,E
Thursday,ADELAIDE AND YORK,5,E
Thursday,DUNDAS AND CHURCH,50,E
Thursday,QUEENSWAY AND RONCESVA,8,W
Thursday,HOWARD PARK AND RONCES,5,E
Thursday,KING AND CHURCH,7,W
Thursday,KING AND BLOOR,5,W
Thursday,CNE LOOP,7,N
Thursday,KING AND SUDBURY,5,W
Thursday,WINDERMERE AND LAKESHO,5,N
Thursday,DUNDAS AND BLOOR,5,W
Thursday,DUNDAS AND BROADVIEW,15,W
Thursday,QUEEN AND ALTON,20,W
Thursday,DUNDAS AND BLOOR,34,W
Thursday,PARLIAMENT AND CHURCH,10,N
Thursday,ADELAIDE AND CHURCH,10,E
Thursday,DUNDAS AND SPADINA,18,W
Friday,QUEEN AND ONTARIO,20,E
Friday,BATHURST STATION,9,E
Friday,KING AND TECUMSETH,9,E
Friday,QUEENS QUAY AND LOWER,9,S
Friday,QUEEN AND CONNAUGHT,13,E
Friday,QUEEN AND DUFFERIN,8,E
Friday,DUNDAS AND CHESTNUT,19,W
Friday,PARLIAMENT AND QUEEN,8,E
Friday,KINGSTON AND COLUMBINE,8,W
Friday,QUEEN AND CARLAW,8,W
Friday,QUEEN AND ALTON,28,W
Friday,QUEENSWAY AND ELLIS,10,W
Friday,MAIN STREET STATION,9,W
Friday,LAKESHORE AND BROWN'S,8,W
Friday,SPADINA AND KING,10,N
Friday,QUEEN AND E OF PARLIAM,10,W
Friday,COLLEGE AND YONGE,10,E
Friday,QUEENSWAY AND WINDERME,8,W
Friday,SPADINA STATION,19,N
Friday,DUNDAS AND SPADINA,15,E
Friday,KING AND SUDBURY,8,E
Friday,KING AND CHURCH,46,E
Friday,CHURCH AND DUNDAS,12,E
Friday,DUNDAS AND BATHURST,9,E
Friday,KING AND SPADINA,19,E
Friday,SPADINA AND KING,10,N
Friday,SPADINA AND KING,19,N
Friday,BATHURST AND QUEEN,7,S
Friday,BATHURST AND KING,5,N
Friday,ST CLAIR AND VAUGHAN,15,E
Friday,BROADVIEW AND DUNDAS,48,N
Friday,LAKE SHORE AND THIRTY,10,W
Friday,DUNDAS AND YONGE,10,E
Friday,BROADVIEW STATION,10,N
Friday,COLLEGE AND OSSINGTON,23,W
Friday,DUNDAS AND PARLIAMENT,23,W
Friday,SPADINA AND COLLEGE,10,N
Saturday,DUNDAS WEST STATION,30,E
Saturday,GERRARD AND GREENWOOD,7,E
Saturday,KIPLING AND LAKESHORE,10,E
Saturday,1756 QUEEN ST E,10,S
Saturday,HOWARD PARK AND RONCES,9,E
Saturday,BATHURST AND FLEET,10,S
Saturday,WINDEMERE AND QUEENSWA,10,N
Saturday,DUFFERIN AND KING,9,W
Saturday,SPADINA AND QUEEN,8,N
Saturday,QUEEN AND CHURCH,4,W
Saturday,QUEEN AND BROCK,6,E
Saturday,DUNDAS AND HOWARD PARK,8,W
Saturday,KING AND BATHURST,6,W
Saturday,DUNDAS AND BLOOR,6,E
Saturday,BROADVIEW STATION,9,N
Saturday,DUNDAS AND BATHUST,11,W
Saturday,ST CLAIR AND VAUGHAN,6,W
Saturday,CHARLOTTE LOOP,7,S
Saturday,DUNDAS AND BROADVIEW,9,E
Saturday,DUNDAS AND ST PATRICK,21,W
Saturday,DUNDAS AND VICTORIA,9,S
Saturday,FLEET AND STRACHAN,10,E
Saturday,QUEEN'S QUAY LOOP,8,S
Saturday,LAKESHORE AND FIRST (,9,E
Saturday,DUNDAS AND RONCESVALLE,9,W
Saturday,KING AND SACKVILLE,9,E
Saturday,QUEENSWAY AND PARKSIDE,10,W
Saturday,DUFFERIN AND QUEEN,10,N
Saturday,UNION STATION,7,S
Saturday,QUEENS QUAY AND HARBOU,37,W
Saturday,QUEENS QUAY AND YORK,7,E
Saturday,KING AND BATHURST,60,E
Sunday,LAKE SHORE BLVD W AND,10,W
Sunday,DUNDAS WEST STATION,10,W
Sunday,SPADINA AND DUNDAS,14,N
Sunday,LESLIE BARNS,8,W
Sunday,RONCESSVALE AND DUNDAS,10,W
Sunday,QUEEN AND DUFFERIN,10,E
Sunday,GERRARD AND BROADVIEW,9,W
Sunday,THE QUEENSWAY AND RONC,9,W
Sunday,QUEEN AND JOHN,9,W
Sunday,QUEEN AND SPADINA,4,E
Sunday,DUNDAS WEST STATION,10,E
Sunday,DUNDAS WEST STATION,10,E
Sunday,DUNDAS WEST STATION,10,E
Sunday,COLLEGE AND OSSINGTON,8,E
Sunday,BATHURST AND KING,10,S
Sunday,QUEENSWAY AND CLAUDE(,10,W
Sunday,COLLEGE AND OSSINGTON,10,W
Sunday,KING AND BATHURST,10,W
Sunday,QUEEN AND SHAW,24,W
Sunday,BROADVIEW AND QUEEN,10,S
Sunday,ST CLAIR AND SPADINA,10,W
Monday,QUEEN AND SPADINA,11,N
Monday,QUEEN AND RONCESVALLES,14,W
Monday,KINGSTON ROAD LOOP,6,W
Monday,LAKESHORE AND KIPLING,7,W
Monday,QUEEN AND SHERBOURNE,6,E
Monday,DUNDAS AND SPADINA,9,W
Monday,BATHURST AND QUEEN,9,S
Monday,COLLEGE AND LANSDOWNE,9,W
Monday,390 DUFFERIN ST,8,N
Monday,DUNDAS AND UNIVERSITY,8,W
Monday,GERRARD AND RIVER,9,W
Monday,LAKESHORE AND THIRTY S,8,W
Monday,QUEEN AND LESLIE,8,W
Monday,QUEEN AND LESLIE,8,W
Monday,GERRARD AND BROADVIEW,17,E
Monday,LONG BRANCH LOOP,10,E
Monday,QUEENS QUAY AND LOWER,9,W
Monday,QUEEN AND NEVILLE PARK,10,E
Monday,GERRARD AND GREENWOOD,9,E
Monday,QUEENS QUAY AND WATERF,9,W
Tuesday,BROADVIEW AND GERRARD,30,S
Tuesday,SPADINA STATION,45,S
Tuesday,SPADINA AND QUEEN,9,S
Tuesday,SPADINA AND QUEEN,9,N
Tuesday,SPADINA AND QUEEN,9,W
Tuesday,PARLIAMENT AND DUNDAS,9,W
Tuesday,QUEEN AND SPADINA,9,W
Tuesday,QUEEN AND SPADINA,9,W
Tuesday,SPADINA AND SULLIVAN,9,S
Tuesday,OSSINGTON AND DUNDAS,9,W
Tuesday,DUNDAS AND PARLIAMENT,9,N
Tuesday,SPADINA AND QUEEN,19,W
Tuesday,SHERBOURNE AND DUNDAS,3,W
Tuesday,QUEEN AND TRILLER,13,W
Tuesday,QUEEN AND RONCESVALLES,10,W
Tuesday,COLLEGE AND BATHURST,18,B
Tuesday,PARLIAMENT AND GERRARD,9,N
Tuesday,LAKE SHORE AND THIRTY,8,W
Tuesday,ST CLAIR AND CALEDONIA,12,W
Tuesday,COLLEGE AND YONGE,20,W
Tuesday,QUEEN AND GLADSTONE,6,W
Tuesday,ST CLAIR AND DUFFERIN,17,W
Tuesday,DUNDAS WEST AND BLOOR,8,E
Tuesday,QUEEN AND NEVILLE PARK,27,E
Tuesday,QUEEN AND JARVIS,22,E
Tuesday,COLLEGE AND BORDEN,9,E
Tuesday,UNION STATION,14,W
Tuesday,QUEEN AND SHAW,10,S
Tuesday,BROADVIEW AND GERRARD,10,E
Wednesday,UNION STATION,11,W
Wednesday,GERRARD AND LESLIE,15,W
Wednesday,LESLIE CARHOUSE,8,W
Wednesday,KING AND RIVER,9,W
Wednesday,SPADINA AND DUNDAS,9,S
Wednesday,SPADINA AND DUNDAS,10,E
Wednesday,BATHURST STATION,18,N
Wednesday,QUEEN AND JONES,21,W
Wednesday,431 QUEEN ST W,15,W
Wednesday,QUEEN AND DUFFERIN,6,W
Wednesday,QUEEN AND DUFFERIN,6,W
Wednesday,COLLEGE AND ROSS ST,40,E
Wednesday,KING AND COWAN,5,W
Wednesday,SPADINA AND DUNDAS,10,S
Wednesday,BROADVIEW AND MILLBROO,24,E
Wednesday,BROADVIEW STATION,29,E
Wednesday,KING AND DUFFERIN,7,E
Wednesday,SHAW STREET AND QUEEN,6,S
Wednesday,PARLIAMENT AND KING,10,N
Wednesday,ST CLAIR WEST AND CHRI,6,E
Wednesday,HIGH PARK AND PARKSIDE,7,W
Wednesday,DUNDAS AND YONGE,21,E
Wednesday,WOLESLEY LOOP,5,E
Wednesday,KING AND PORTLAND,7,E
Wednesday,DUNDAS WEST STATION,5,W
Wednesday,KING AND QUEEN,6,S
Wednesday,QUEEN AND TRILLER,53,W
Wednesday,QUEENSWAY AND WINDERME,7,W
Wednesday,DUFFERIN AND PEEL,8,N
Wednesday,KING AND BATHURST,10,E
Wednesday,BROADVIEW AND WOLFREY,8,W
Wednesday,QUEEN AND AUGUSTA,29,E
Wednesday,COLLEGE AND YONGE,13,W
Wednesday,QUEEN AND SHAW,12,E
Wednesday,QUEEN AND BATHURST,24,W
Wednesday,GERRARD AND PARALIAMEN,23,E
Wednesday,QUEENS QUAY AND HARBOU,21,E
Wednesday,SPADINA STATION,19,W
Wednesday,BROADVIEW STATION,10,W
Thursday,DUNDAS WEST STATION,10,E
Thursday,RONCESVALLES AND DUNDA,5,S
Thursday,KINGSTON RD AND MAIN S,8,W
Thursday,THE QUEENSWAY AND PARK,13,W
Thursday,DUNDAS WEST STATION,5,W
Thursday,QUEEN AND EMPIRE,6,E
Thursday,THE QUEENSWAY AND PARK,47,W
Thursday,LANSDOWN LOOP,9,N
Thursday,SPADINA STATION,5,W
Thursday,DUNDAS WEST STATION,14,W
Thursday,RONCESVALLES AND HOWAR,24,S
Thursday,LAKESHORE AND FORTIETH,6,W
Thursday,KING AND JOHN,9,E
Thursday,DUNDAS AND BLOOR,5,E
Thursday,SPADINA AND KING,16,S
Thursday,QUEEN AND JAMESON,7,E
Thursday,DUNDAS AND MUNRO,8,E
Thursday,DUNDAS AND YONGE,14,W
Thursday,LAKESHORE AND MIMICO,7,W
Thursday,MAIN STREET STATION,10,W
Thursday,QUEEN AND GLADSTONE,20,W
Thursday,UNIVERSITY AND DUNDAS,8,W
Thursday,KING AND JOE SHUSTER W,35,W
Thursday,COLLEGE AND YONGE,13,W
Thursday,QUEEN AND SOHO,21,W
Thursday,CHURCH AND DUNDAS,10,S
Thursday,QUEEN AND NEVILLE PARK,33,E
Thursday,UNION STATION,17,N
Thursday,QUEENS QUAY AND LOWER,27,E
Friday,QUEEN AND SPADINA,18,W
Friday,DUNDAS AND SPADINA,9,E
Friday,QUEEN AND KINGSTON,19,E
Friday,KING AND SUDBURY,4,E
Friday,29 MANITOBA DRIVE,6,S
Friday,KING AND PORTLAND,7,W
Friday,PAPE AND GERRARD,9,E
Friday,DUNDAS AND PARLIAMENT,9,W
Friday,QUEEN AND ABELL,6,E
Friday,ST CLAIR AND NORTHCLIF,10,W
Friday,KING AND SUMACH,5,E
Friday,ST CLAIR AND LANSDOWNE,6,S
Friday,QUEENSWAY AND GLENDALE,8,E
Friday,HOWARD PARK AND DUNDAS,13,E
Friday,QUEEN AND UNIVERSITY,43,W
Friday,QUEEN AND MCCAUL,17,W
Friday,ST CLAIR AND EARLSCOUR,22,E
Friday,QUEENSWAY AND KING,24,E
Friday,QUEEN AND OSSINGTON,10,E
Friday,ADELAIDE AND CHURCH,10,E
Friday,QUEEN AND BROADVIEW,21,W
Friday,KING AND JOHN,15,W
Friday,RONCESVALLES AND QUEEN,10,W
Friday,QUEEN AND GLADSTONE,10,E
Friday,1902 KING ST W,10,E
Friday,UNION STATION,10,W
Friday,SPADINA AND COLLEGE,12,S
Friday,FLEET AND BATHURST,10,W
Friday,ST. CLAIR WEST AND NOR,10,W
Friday,KING AND SUMACH,10,E
Friday,LAKE SHORE AND NORRIS,20,N
Friday,DUNDAS AND BLOOR,11,W
Saturday,SPADINA STATION,9,S
Saturday,KING AND PORTLAND,10,E
Saturday,LAKESHORE AND WINDEMER,60,N
Saturday,LAKESHORE AND THIRTY S,30,E
Saturday,QUEEN AND SORAUREN,20,W
Saturday,KING AND DUFFERIN,5,W
Saturday,QUEEN AND TRILLER,10,W
Saturday,RONCESVALLES YARD,9,E
Saturday,QUEEN AND MCCAUL,10,W
Saturday,DUNDAS AND JARVIS,10,E
Saturday,LOWER SPADINA AND QUEE,9,N
Saturday,QUEEN AND AGUSTA,9,W
Saturday,KING AND SPADINA,24,W
Saturday,PARKSIDE AND HIGH PARK,8,E
Saturday,CHARLOTTE LOOP,10,E
Saturday,DUFFERIN AND PEEL,6,N
Saturday,QUEEN AND DUFFERIN,6,E
Saturday,QUEEN AND NIAGARA,10,E
Saturday,QUEEN AND BAY,6,E
Saturday,COLLEGE AND SPADINA,9,W
Saturday,DUNDAS AND BROADVIEW,15,E
Saturday,SPADINA STATION,4,E
Saturday,ST CLAIR WEST STATION,6,E
Saturday,LAKESHORE AND BROWN'S,6,W
Saturday,ST CLAIR AND LANSDOWNE,6,W
Saturday,STEELES AND ISLINGTON,10,E
Saturday,BAY AND QUEEN,14,E
Saturday,PARLIAMENT AND DUNDAS,21,E
Saturday,SPADINA AND COLLEGE,13,N
Saturday,MAIN STREET STATION,8,W
Saturday,GUNNS LOOP,10,E
Saturday,KING AND BRANT,11,E
Saturday,QUEEN AND BATHURST,10,E
Sunday,SPADINA AND BREMNER,23,S
Sunday,KING AND PETER,10,W
Sunday,QUEEN AND CHURCH,10,W
Sunday,QUEEN AND WOODBINE,10,W
Sunday,QUEEN AND ABELL,36,E
Sunday,QUEENSWAY GARAGE,10,W
Sunday,DUNDAS AND RUSHOLME,11,W
Sunday,LAKESHORE AND THIRTY S,10,E
Sunday,GERRARD AND COXWELL,9,W
Sunday,QUEEN AND LANSDOWNE,14,W
Sunday,QUEEN AND BROADVIEW,10,E
Sunday,QUEEN AND UNIVERSITY,10,E
Sunday,BROADVIEW STATION,10,W
Sunday,LAKE SHORE AND FIRST,7,W
Sunday,COLLEGE AND HAVELOCK,18,W
Sunday,DUNDAS AND RONCESVALLE,41,W
Sunday,16 SUMACH ST,10,W
Sunday,BROADVIEW AND DUNDAS,10,N
Sunday,SPADINA QUEENS QUAY LO,5,S
Sunday,QUEENSWAY AND COBURN L,7,W
Sunday,GERRARD AND PARLIAMENT,9,E
Sunday,KING AND SUDBURY,10,E
Sunday,QUEEN AND BATHURST,19,E
Sunday,KING AND SPADINA,10,W
Monday,DUNDAS WEST STATION,15,E
Monday,DUNDAS WEST STATION,10,W
Monday,ST CLAIR AND BATHURST,15,N
Monday,QUEEN AND SPADINA,12,N
Monday,DUNDAS WEST STATION,12,W
Monday,SPADINA AND QUEEN,8,N
Monday,SPADINA AND QUEEN,9,N
Monday,SPADINA AND QUEEN,9,S
Monday,SPADINA AND QUEEN,15,N
Monday,QUEEN AND DEGRASSI,31,E
Monday,ST CLAIR AND KEELE,14,E
Monday,CONNAUGHT AND QUEEN,10,N
Monday,QUEEN AND GLADSTONE,6,E
Monday,QUEEN AND SPADINA,6,W
Monday,DUNDAS AND BATHURST,11,W
Monday,QUEEN AND BROADVIEW,7,E
Monday,QUEEN AND CHURCH,20,E
Monday,RUSSELL YARD,10,E
Monday,BROADVIEW AND DANFORTH,10,S
Monday,QUEENS QUAY AND YORK,7,E
Monday,QUEEN AND JARVIS,55,W
Monday,QUEEN AND WINEVA,10,E
Monday,QUEEN AND WINEVA,13,E
Monday,DUNDAS AND BATHURST,10,E
Tuesday,SPADINA AND QUEEN,7,N
Tuesday,QUEEN AND SPADINA,16,W
Tuesday,SPADINA AND QUEEN,8,W
Tuesday,SPADINA STATION,4,S
Tuesday,DUNDAS AND JARVIS,13,N
Tuesday,SPADINA AND BREMNER,18,E
Tuesday,ST CLAIR AND HOUNSLOW,14,W
Tuesday,YONGE AND COLLEGE,9,W
Tuesday,DUNDAS AND BAY,32,E
Tuesday,COLLEGE AND GLADSTONE,9,W
Tuesday,YONGE AND COLLEGE,20,W
Tuesday,PARLIAMENT AND DUNDAS,9,W
Tuesday,WINDERMERE AND QUEENWA,8,W
Tuesday,606 QUEEN ST W,10,W
Tuesday,QUEEN AND JARVIS,31,E
Tuesday,GUNNS LOOP,9,E
Wednesday,DUNDAS WEST STATION,10,E
Wednesday,SPADINA AND QUEEN,6,S
Wednesday,DUNDAS WEST STATION,5,W
Wednesday,UNIVESITY AND KING,14,W
Wednesday,MADISON AND BLOOR,6,W
Wednesday,QUEEN AND SPADINA,13,W
Wednesday,SPADINA AND QUEEN,8,S
Wednesday,SPADINA AND QUEEN,12,S
Wednesday,QUEEN AND SPADINA,6,W
Wednesday,DUNDAS WEST STATION,7,N
Wednesday,DUNDAS AND OSSIGNTON,8,E
Wednesday,ADELAIDE AND CHURCH,10,W
Wednesday,YORK AND KING,7,N
Wednesday,BAY AND KING,13,W
Wednesday,CHARLOTTE LOOP,18,S
Wednesday,QUEEN'S QUAY AND SPADI,10,N
Wednesday,KINGSTON AND GLEN MANO,8,E
Wednesday,ST CLAIR AND GLENHOLME,6,W
Wednesday,EXHIBITION LOOP,10,E
Wednesday,KING AND BAY,20,E
Wednesday,FLEET AND BATHURST,10,W
Wednesday,DUNDAS AND BROADVIEW,10,E
Wednesday,PARLIAMENT AND GERRARD,10,N
Thursday,490 ST CLAIR AVE WEST,13,N
Thursday,RICHMOND AND SPADINA,7,S
Thursday,ST CLAIR AND BATHURST,10,W
Thursday,RICHMOND AND SPADINA,10,S
Thursday,LAKESHORE AND MARINE P,6,E
